column,count,mean,std,min,1%,5%,25%,50%,75%,95%,99%,max
V183,139631.0,0.48469179480201385,2.9469819533668353,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,41.0
V184,139819.0,0.13236398486614837,0.543698579930758,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,16.0
V185,139819.0,0.1739034036861943,0.6997328606856283,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,31.0
V186,139631.0,1.148799335391138,1.223529131291271,0.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,38.0
V187,139631.0,1.8437524618458652,9.884390139355398,0.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,218.0
V188,139819.0,1.0147547901215141,0.6712065638498966,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,30.0
V189,139819.0,1.038313820010156,0.7925279046619708,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,30.0
V190,139631.0,1.2130830546225408,1.480318345504752,0.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,42.0
V191,139631.0,1.0589840364961935,0.677527297678235,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,21.0
V192,139631.0,1.2373613309365399,2.635961469708908,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,44.0
V193,139631.0,1.149844948471328,1.7147923319866196,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,37.0
V194,139819.0,0.9457727490541342,0.30415792626477556,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,7.0
V195,139819.0,0.9542265357354865,0.37641957704649,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,16.0
V196,139631.0,1.084580071760569,1.1058337857742027,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,38.0
V197,139819.0,0.949384561468756,0.33687055827133633,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,14.0
V198,139819.0,0.9619508078301232,0.4930649397245997,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,21.0
V199,139631.0,1.270749332168358,1.671862771612216,0.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,45.0
V200,139819.0,1.1199765410995643,1.2538527032553952,0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,45.0
V201,139819.0,1.159105700941932,1.4186180534588102,0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,55.0
V202,139631.0,444.14714222093323,4683.828418681122,0.0,0.0,0.0,0.0,0.0,0.0,347.38189697265625,6441.100000000268,104060.0
V203,139631.0,1078.3275380768232,9105.607991216657,0.0,0.0,0.0,0.0,0.0,30.924400329589844,500.0,44799.70000000083,139777.0
V204,139631.0,686.9569308033108,6048.9807161785875,0.0,0.0,0.0,0.0,0.0,20.0,400.0,22023.800000000396,104060.0
V205,139631.0,18.060416619178316,266.54545076243926,0.0,0.0,0.0,0.0,0.0,0.0,33.0,250.0,55125.0
V206,139631.0,6.189360056666066,191.47401444975446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04280090332033,55125.0
V207,139631.0,72.28409784694104,925.6766601317928,0.0,0.0,0.0,0.0,0.0,0.0,67.06670379638672,877.0,55125.0
V208,139819.0,8.888193245857666,59.04712484608948,0.0,0.0,0.0,0.0,0.0,0.0,50.0,150.0,3300.0
V209,139819.0,35.00187177443491,250.80082230148733,0.0,0.0,0.0,0.0,0.0,0.0,70.7035934448243,1084.0,8050.0
V210,139819.0,14.391834928471646,86.52372404541597,0.0,0.0,0.0,0.0,0.0,0.0,55.26839828491211,465.0,3300.0
V211,139631.0,385.1370373715462,4541.8379145435865,0.0,0.0,0.0,0.0,0.0,0.0,185.6696014404297,3202.8000000000466,92888.0
V212,139631.0,765.9883389453579,7496.1207373594625,0.0,0.0,0.0,0.0,0.0,0.0,250.0,23609.700000000594,129006.0
V213,139631.0,536.3028021990133,5471.664736394106,0.0,0.0,0.0,0.0,0.0,0.0,219.54539489746094,10436.40000000014,97628.0
V214,139631.0,38.43754734545601,571.8342831553329,0.0,0.0,0.0,0.0,0.0,0.0,125.0,1165.0,104060.0
V215,139631.0,133.20821668528237,1040.4537482019239,0.0,0.0,0.0,0.0,0.0,0.0,174.67100524902344,6428.0,104060.0
V216,139631.0,71.1071429504061,680.2676246451232,0.0,0.0,0.0,0.0,0.0,0.0,150.0,2932.0,104060.0
V217,130430.0,1.0546193360423215,9.54735432332206,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,303.0
V218,130430.0,1.7257839454113317,13.919875686807355,0.0,0.0,0.0,0.0,0.0,1.0,5.0,17.0,400.0
V219,130430.0,1.3671317948324773,12.044031625233973,0.0,0.0,0.0,0.0,0.0,1.0,4.0,13.0,378.0
V220,141416.0,0.1694716298014369,1.002462910959347,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,25.0
V221,141416.0,1.2749123154381399,2.728791873200431,0.0,0.0,0.0,1.0,1.0,1.0,4.0,8.0,384.0
V222,141416.0,1.3590046387961758,2.913771794674714,0.0,0.0,0.0,1.0,1.0,1.0,4.0,9.0,384.0
V223,130430.0,0.09315341562523959,0.402232020999968,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,16.0
V224,130430.0,0.3947481407651614,3.443310362443351,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,144.0
V225,130430.0,0.191758031127808,1.290820052537908,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,51.0
V226,130430.0,0.24761174576401135,2.756449198393524,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,242.0
V227,141416.0,0.14797476947445834,2.0493633772249575,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,360.0
V228,130430.0,1.3519282373687036,1.4097223703379107,0.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,54.0
V229,130430.0,1.638710419382044,4.316026042934838,0.0,1.0,1.0,1.0,1.0,1.0,4.0,10.0,176.0
V230,130430.0,1.4654757341102507,2.1227827791055143,0.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,65.0
V231,130430.0,0.7655064019014031,8.87711856659351,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,293.0
V232,130430.0,1.0055968718853026,10.46025300005162,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,337.0
V233,130430.0,0.9083876408801657,10.149883925925682,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,332.0
V234,141416.0,2.0928466368727725,11.323035987045207,0.0,0.0,0.0,0.0,0.0,0.0,2.0,73.0,121.0
V235,130430.0,0.18410641723529864,0.902639384003456,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,23.0
V236,130430.0,0.30766694778808557,2.152331966888937,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,45.0
V237,130430.0,0.25349996166526106,1.7166337510501364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,39.0
V238,141416.0,0.12795581829495956,0.5746574282424227,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,23.0
V239,141416.0,0.1369646998925157,0.6162603033636306,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,23.0
V240,130430.0,1.0009967032124512,0.04952220388562726,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
V241,130430.0,1.0002376753814306,0.0226634717157766,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
V242,130430.0,1.1134631603158782,0.6601102695867583,0.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,20.0
V243,130430.0,1.178386874185387,1.398952603421214,0.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,57.0
V244,130430.0,1.1185616805949552,0.698807049669019,0.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,22.0
V245,141416.0,0.8766193358601573,1.8210646862192308,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,262.0
V246,130430.0,1.1837230698458943,1.0403627839934126,0.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,45.0
V247,130430.0,1.0253545963351989,0.28160436258659843,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,18.0
V248,130430.0,1.0694932147512075,0.8883414447823316,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,36.0
V249,130430.0,1.0428505711876102,0.528812468365014,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,22.0
V250,141416.0,0.7885882785540533,0.4883859479637432,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,18.0
V251,141416.0,0.7942312043898851,0.5012400830725312,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,18.0
V252,130430.0,1.0320478417541976,0.3895455055454454,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,24.0
V253,130430.0,1.1621636126657977,3.61255332153844,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,163.0
V254,130430.0,1.0751130874798742,1.3575500978118296,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,60.0
V255,141416.0,0.8066555410986027,0.9391242515749328,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,87.0
V256,141416.0,0.8149502177971375,0.9699528274237422,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,87.0
V257,130430.0,1.250992869738557,1.2999564637175214,0.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,48.0
V258,130430.0,1.3435099286973855,2.0158108551465066,0.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,66.0
V259,141416.0,0.9678324942015047,2.1134473305399224,0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,285.0
V260,130430.0,0.964425362263283,0.3798283219699141,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,8.0
V261,130430.0,1.1071609292340718,1.3232304843064737,0.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,49.0
V262,130430.0,1.0132791535689643,0.6254547786472081,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,20.0
V263,130430.0,117.39067638525977,1294.851543163982,0.0,0.0,0.0,0.0,0.0,0.0,300.0,1342.6787121581876,153600.0
V264,130430.0,201.6576173337795,2284.827492035867,0.0,0.0,0.0,0.0,0.0,33.59349822998047,400.0,2000.0,153600.0
V265,130430.0,153.52053442846727,1605.5122758897264,0.0,0.0,0.0,0.0,0.0,20.897525310516357,350.0,1600.0,153600.0
V266,130430.0,9.16783868355349,208.03886318800127,0.0,0.0,0.0,0.0,0.0,0.0,28.656639194488378,150.0,55125.0
V267,130430.0,36.52510270804343,644.8785858990668,0.0,0.0,0.0,0.0,0.0,0.0,76.6087776184081,450.0,55125.0
V268,130430.0,18.81340677515849,311.2801809094109,0.0,0.0,0.0,0.0,0.0,0.0,50.0,250.0,55125.0
V269,130430.0,5.997508241968872,207.3175392952064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,55125.0
V270,141416.0,7.712763702852514,65.50723159210165,0.0,0.0,0.0,0.0,0.0,0.0,36.05179977416993,150.0,4000.0
V271,141416.0,9.445132757467785,74.14772554211335,0.0,0.0,0.0,0.0,0.0,0.0,44.30799865722656,192.3704071044922,4000.0
V272,141416.0,8.464571089970137,69.72373486284431,0.0,0.0,0.0,0.0,0.0,0.0,40.0,150.0,4000.0
V273,130430.0,73.82554901333562,935.1879273604644,0.0,0.0,0.0,0.0,0.0,0.0,150.9927642822251,783.1241351318239,51200.0
V274,130430.0,107.15163631434068,1258.734139118093,0.0,0.0,0.0,0.0,0.0,0.0,200.0,1149.4492407226408,66000.0
V275,130430.0,88.8999387265088,1072.8831386826944,0.0,0.0,0.0,0.0,0.0,0.0,198.21595001220692,1000.0,51200.0
V276,130430.0,31.797276639604753,615.6597138424208,0.0,0.0,0.0,0.0,0.0,0.0,100.0,600.0,104060.0
V277,130430.0,51.956645081711905,732.1453682307603,0.0,0.0,0.0,0.0,0.0,0.0,117.0198383331289,800.0,104060.0
V278,130430.0,42.32822810210745,660.6118203288131,0.0,0.0,0.0,0.0,0.0,0.0,100.0,675.0,104060.0
V279,590528.0,1.1230610572233661,21.02195038952807,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,880.0
V280,590528.0,1.9670820011921535,27.85177996317171,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,975.0
V281,589271.0,0.08778304040076637,0.5127478043537913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0
V282,589271.0,0.8171707075352427,0.9218800826961829,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,32.0
V283,589271.0,0.9911144447970458,1.5587310757861155,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,68.0
V284,590528.0,0.08854279559986995,0.3384235768918504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0
V285,590528.0,1.1676601278855532,3.2824536460090483,0.0,0.0,0.0,0.0,0.0,1.0,5.0,11.0,95.0
V286,590528.0,0.03149215617210361,0.19093936870941158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
V287,590528.0,0.3585791020916874,1.0789951124631298,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,31.0
V288,589271.0,0.18434981528023608,0.4309888302612932,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0
V289,589271.0,0.23597461948746842,0.5992313555858726,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,12.0
V290,590528.0,1.1030112035331094,0.7688965922405859,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,67.0
V291,590528.0,1.6598112197897474,16.252538040365103,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1055.0
V292,590528.0,1.2399158041616993,3.7750497070384696,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,323.0
V293,590528.0,0.9425988268126152,20.588816295753904,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,869.0
V294,590528.0,2.3138631868429607,39.52646823903261,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,1286.0
V295,590528.0,1.4334239866695568,25.962947758399103,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,928.0
V296,589271.0,0.32891657658360923,3.264744599515583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,93.0
V297,590528.0,0.08903388154329685,0.6283524217664336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0
V298,590528.0,0.29882918337487807,3.1750619408980674,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,93.0
V299,590528.0,0.17165485802536035,1.724218382687784,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,49.0
V300,589271.0,0.04550707569182939,0.28957272580747206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0
V301,589271.0,0.05200154088696033,0.3183098405947354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0
V302,590528.0,0.2517611357971172,0.4818885697799595,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,16.0
V303,590528.0,0.2831398341822911,0.6236082943689865,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,20.0
V304,590528.0,0.26420762436328166,0.5282377907344317,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,16.0
V305,590528.0,1.0000067735992197,0.002602607309677798,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
V306,590528.0,139.74871315377402,2348.849634382372,0.0,0.0,0.0,0.0,0.0,0.0,226.0,1108.0,108800.0
V307,590528.0,408.6823745201255,4391.992977084631,0.0,0.0,0.0,0.0,0.0,151.38068008422852,935.630007934575,3688.0,145765.0
V308,590528.0,230.41317970109833,3021.924246788968,0.0,0.0,0.0,0.0,0.0,35.970001220703125,452.0,2023.657017822249,108800.0
V309,590528.0,10.99598649374687,116.25427733185526,0.0,0.0,0.0,0.0,0.0,0.0,54.5,226.0,55125.0
V310,590528.0,118.19565806086851,352.9830930126403,0.0,0.0,0.0,0.0,0.0,107.9499969482422,554.0,1649.5999755859375,55125.0
V311,590528.0,4.202174910781028,102.37493831405573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,55125.0
V312,590528.0,39.17391016627399,172.12833921949365,0.0,0.0,0.0,0.0,0.0,0.0,215.8999938964844,686.0,55125.0
V313,589271.0,21.351473287057324,95.90296994285225,0.0,0.0,0.0,0.0,0.0,0.0,116.3207015991211,335.0,4817.47021484375
V314,589271.0,43.31917429793924,173.6190280021315,0.0,0.0,0.0,0.0,0.0,0.0,234.0,740.0,7519.8701171875
V315,589271.0,26.806977172998174,116.8532218196474,0.0,0.0,0.0,0.0,0.0,0.0,141.0,452.0,4817.47021484375
V316,590528.0,109.8185442543135,2270.0332017702585,0.0,0.0,0.0,0.0,0.0,0.0,83.0,640.4817803954955,93736.0
V317,590528.0,247.60674127291549,3980.0428280130527,0.0,0.0,0.0,0.0,0.0,0.0,251.0,1990.0,134021.0
V318,590528.0,162.1533977723826,2793.3436359312454,0.0,0.0,0.0,0.0,0.0,0.0,150.0,1108.0,98476.0
V319,590528.0,18.372475611291428,332.3048479441983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,104060.0
V320,590528.0,42.07313296985872,473.499306774965,0.0,0.0,0.0,0.0,0.0,0.0,98.3520965576172,788.0,104060.0
V321,590528.0,28.3265843398175,382.053171330217,0.0,0.0,0.0,0.0,0.0,0.0,43.5,561.0,104060.0
V322,82351.0,6.220288763949436,56.022561239547926,0.0,0.0,0.0,0.0,0.0,0.0,3.0,231.0,880.0
V323,82351.0,13.103775303275006,106.73981332695956,0.0,0.0,0.0,0.0,0.0,1.0,6.0,594.5,1411.0
V324,82351.0,9.184612208716349,73.6278932932524,0.0,0.0,0.0,0.0,0.0,0.0,4.0,457.0,976.0
V325,82351.0,0.05849352163300992,0.30441472817679294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0
V326,82351.0,0.8510400602299911,3.950294861019396,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27.0,44.0
V327,82351.0,0.29663270634236377,1.3643561091541099,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,18.0
V328,82351.0,0.33679008148049205,1.5801444335778532,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,15.0
V329,82351.0,1.312843802746779,8.769083244473759,0.0,0.0,0.0,0.0,0.0,0.0,2.0,77.0,99.0
V330,82351.0,0.7758740027443504,4.727971393408287,0.0,0.0,0.0,0.0,0.0,0.0,2.0,35.0,55.0
V331,82351.0,721.7418829164045,6217.22358340643,0.0,0.0,0.0,0.0,0.0,0.0,400.0,24842.5,160000.0
V332,82351.0,1375.7836440365134,11169.275702404977,0.0,0.0,0.0,0.0,0.0,25.0,600.0,60335.0,160000.0
V333,82351.0,1014.622781509143,7955.735481948921,0.0,0.0,0.0,0.0,0.0,0.0,500.0,47654.0,160000.0
V334,82351.0,9.807015093927214,243.86139057058335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,55125.0
V335,82351.0,59.16454967148651,387.62947999962614,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2301.0,55125.0
V336,82351.0,28.53090296420337,274.57691971962197,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1000.0,55125.0
V337,82351.0,55.35242195053889,668.486832619136,0.0,0.0,0.0,0.0,0.0,0.0,200.0,1165.0,104060.0
V338,82351.0,151.16054207051315,1095.034386884883,0.0,0.0,0.0,0.0,0.0,0.0,250.0,7709.0,104060.0
V339,82351.0,100.70088159280189,814.9467218486849,0.0,0.0,0.0,0.0,0.0,0.0,225.0,3657.0,104060.0
