column,dtype,rows,non_null_count,missing_count,missing_pct,unique_count,unique_pct_non_null,is_all_missing,is_constant
V291,float64,590540,590528,12,2.0320384732617603e-05,219,0.000370854557277555,False,False
V292,float64,590540,590528,12,2.0320384732617603e-05,173,0.00029295816625121924,False,False
V293,float64,590540,590528,12,2.0320384732617603e-05,870,0.0014732578302806979,False,False
V294,float64,590540,590528,12,2.0320384732617603e-05,1286,0.0021777121491275606,False,False
V295,float64,590540,590528,12,2.0320384732617603e-05,928,0.0015714750189660778,False,False
V296,float64,590540,589271,1269,0.0021488806854743116,94,0.00015951913465960484,False,False
V297,float64,590540,590528,12,2.0320384732617603e-05,13,2.2014197463964454e-05,False,False
V298,float64,590540,590528,12,2.0320384732617603e-05,94,0.0001591795816625122,False,False
V299,float64,590540,590528,12,2.0320384732617603e-05,50,8.466999024601713e-05,False,False
V300,float64,590540,589271,1269,0.0021488806854743116,12,2.0364144850162318e-05,False,False
V301,float64,590540,589271,1269,0.0021488806854743116,14,2.375816899185604e-05,False,False
V302,float64,590540,590528,12,2.0320384732617603e-05,17,2.8787796683645823e-05,False,False
V303,float64,590540,590528,12,2.0320384732617603e-05,21,3.556139590332719e-05,False,False
V304,float64,590540,590528,12,2.0320384732617603e-05,17,2.8787796683645823e-05,False,False
V305,float64,590540,590528,12,2.0320384732617603e-05,2,3.386799609840685e-06,False,False
V306,float64,590540,590528,12,2.0320384732617603e-05,16210,0.02745001083775875,False,False
V307,float64,590540,590528,12,2.0320384732617603e-05,37367,0.06327727051045844,False,False
V308,float64,590540,590528,12,2.0320384732617603e-05,23064,0.03905657310068278,False,False
V309,float64,590540,590528,12,2.0320384732617603e-05,4236,0.00717324157364257,False,False
V310,float64,590540,590528,12,2.0320384732617603e-05,19136,0.03240489866695567,False,False
V311,float64,590540,590528,12,2.0320384732617603e-05,3098,0.005246152595643221,False,False
V312,float64,590540,590528,12,2.0320384732617603e-05,8068,0.013662349626097322,False,False
V313,float64,590540,589271,1269,0.0021488806854743116,5529,0.009382779739712289,False,False
V314,float64,590540,589271,1269,0.0021488806854743116,11377,0.019306906330024725,False,False
V315,float64,590540,589271,1269,0.0021488806854743116,6973,0.011833265170015154,False,False
V316,float64,590540,590528,12,2.0320384732617603e-05,9814,0.01661902568548824,False,False
V317,float64,590540,590528,12,2.0320384732617603e-05,15184,0.02571258263791048,False,False
V318,float64,590540,590528,12,2.0320384732617603e-05,12309,0.020844058198764497,False,False
V319,float64,590540,590528,12,2.0320384732617603e-05,4799,0.008126625663812724,False,False
V320,float64,590540,590528,12,2.0320384732617603e-05,6439,0.010903801343882085,False,False
V321,float64,590540,590528,12,2.0320384732617603e-05,5560,0.009415302915357105,False,False
V322,float64,590540,82351,508189,0.8605496664070174,881,0.010698109312576653,False,False
V323,float64,590540,82351,508189,0.8605496664070174,1411,0.017133975300846378,False,False
V324,float64,590540,82351,508189,0.8605496664070174,976,0.011851707933115567,False,False
V325,float64,590540,82351,508189,0.8605496664070174,13,0.00015786086386321963,False,False
V326,float64,590540,82351,508189,0.8605496664070174,45,0.0005464414518342218,False,False
V327,float64,590540,82351,508189,0.8605496664070174,19,0.00023071972410778255,False,False
V328,float64,590540,82351,508189,0.8605496664070174,16,0.00019429029398550108,False,False
V329,float64,590540,82351,508189,0.8605496664070174,100,0.0012143143374093819,False,False
V330,float64,590540,82351,508189,0.8605496664070174,56,0.0006800160289492538,False,False
V331,float64,590540,82351,508189,0.8605496664070174,1758,0.021347646051656934,False,False
V332,float64,590540,82351,508189,0.8605496664070174,2453,0.029787130696652134,False,False
V333,float64,590540,82351,508189,0.8605496664070174,1971,0.023934135590338915,False,False
V334,float64,590540,82351,508189,0.8605496664070174,143,0.001736469502495416,False,False
V335,float64,590540,82351,508189,0.8605496664070174,672,0.008160192347391045,False,False
V336,float64,590540,82351,508189,0.8605496664070174,356,0.0043229590411773995,False,False
V337,float64,590540,82351,508189,0.8605496664070174,254,0.00308435841701983,False,False
V338,float64,590540,82351,508189,0.8605496664070174,380,0.0046143944821556504,False,False
V339,float64,590540,82351,508189,0.8605496664070174,334,0.0040558098869473355,False,False
